Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Distance(mi),Hour_of_Day,Is_Weekend,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Infra_Feature_Count,Severity
77.0,66.0,29.73,10.0,18.4,0.0,0.0,19.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
50.0,77.0,29.42,10.0,12.0,0.0,0.055,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
96.0,21.0,29.83,10.0,13.0,0.0,0.6970000000000001,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
87.8,62.0,30.14,10.0,7.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,55.0,29.42,7.0,7.0,0.0,0.035,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.1,73.0,29.93,10.0,6.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
62.0,41.0,29.52,10.0,3.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,55.0,29.28,8.0,5.0,0.0,0.667,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,84.0,29.67,10.0,0.0,0.0,15.800999999999998,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.2,41.0,29.91,10.0,4.6,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.6,44.0,30.29,13.0,10.4,0.0,0.01,17.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3
89.6,33.0,29.86,10.0,11.5,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
87.8,66.0,30.01,10.0,4.6,0.0,0.0,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
49.0,26.0,29.44,10.0,8.0,0.0,0.0,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
63.0,56.0,29.93,10.0,6.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,84.0,29.73,10.0,0.0,0.0,0.014,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,2
64.9,65.0,30.08,10.0,13.8,0.0,0.002,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.0,89.0,29.09,6.0,5.0,0.0,0.996,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
65.0,27.0,29.32,10.0,3.0,0.0,0.009,11.0,False,False,False,True,False,False,False,False,False,False,False,True,False,2,2
87.0,33.0,29.75,10.0,5.0,0.0,0.962,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,68.0,29.83,10.0,5.8,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
80.0,76.0,30.0,10.0,15.0,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
45.0,87.0,30.02,10.0,3.0,0.0,0.845,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,86.0,30.1,9.0,5.0,0.0,0.129,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
71.0,19.0,30.12,10.0,3.0,0.0,0.05,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,59.0,29.51,10.0,3.0,0.0,0.014,8.0,False,False,False,True,True,False,False,False,False,False,False,False,False,2,2
77.0,64.0,29.87,10.0,6.9,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
66.0,78.0,29.88,10.0,10.4,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
64.0,84.0,29.02,10.0,7.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
78.0,45.0,29.82,10.0,13.0,0.0,0.0,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,70.0,29.94,10.0,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.1,55.0,30.09,10.0,5.8,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,57.0,29.94,10.0,0.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
68.0,73.0,30.22,10.0,8.1,0.0,0.01,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,24.0,29.95,10.0,0.0,0.0,2.042,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,61.0,29.95,10.0,6.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,74.0,29.98,10.0,9.2,0.0,0.01,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
48.0,56.0,30.12,10.0,5.0,0.0,0.0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
82.0,37.0,28.48,10.0,7.0,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
43.0,87.0,30.01,10.0,0.0,0.0,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
87.1,55.0,30.09,10.0,8.1,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
64.0,29.0,29.62,8.0,0.0,0.0,0.412,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,63.0,29.9,6.0,4.6,0.0,0.01,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
57.0,94.0,29.83,10.0,6.0,0.0,0.182,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.1,50.0,30.23,10.0,3.5,0.0,0.01,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
80.0,67.0,29.87,10.0,6.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
48.2,54.0,30.55,9.0,16.1,0.0,0.01,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
56.0,80.0,30.2,9.0,14.0,0.0,1.969,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,69.0,29.94,10.0,14.0,0.0,0.0,19.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
56.0,97.0,29.72,6.0,0.0,0.0,0.01,22.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
69.0,40.0,29.69,10.0,12.0,0.0,0.495,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,73.0,30.0,10.0,5.8,0.0,0.0,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
57.0,59.0,30.12,10.0,4.6,0.0,0.0,17.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
70.0,46.0,28.91,10.0,9.0,0.0,0.8270000000000001,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.0,54.0,29.86,10.0,3.0,0.0,0.159,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
86.0,27.0,29.87,10.0,10.4,0.0,0.239999994635582,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
64.4,62.0,29.86,10.0,6.0,0.0,0.045,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,69.0,29.96,10.0,0.0,0.0,0.263,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.6,38.0,30.03,7.0,9.2,0.0,0.01,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
102.0,27.0,29.88,10.0,3.5,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
82.0,29.0,29.74,10.0,11.5,0.0,0.0099999997764825,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
61.0,62.0,29.73,10.0,15.0,0.0,0.3670000000000001,13.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
84.0,35.0,29.91,10.0,12.7,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.0,86.0,30.14,2.0,7.0,0.0,0.216,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,47.0,29.56,10.0,5.0,0.0,0.0,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
80.6,24.0,30.02,10.0,19.6,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,93.0,29.8,5.0,0.0,0.0,0.0,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
48.0,71.0,29.81,10.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.0,47.0,29.78,10.0,6.0,0.0,0.058,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
76.0,64.0,29.58,10.0,7.0,0.0,0.021,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.0,76.0,30.15,10.0,5.8,0.0,0.0,6.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
66.0,37.0,29.98,10.0,3.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
89.0,20.0,29.3,10.0,12.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,78.0,30.11,10.0,6.9,0.0,0.316,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
34.0,81.0,30.16,10.0,0.0,0.0,0.123,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,68.0,29.95,10.0,0.0,0.0,0.021,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.1,86.0,29.95,10.0,4.6,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
74.0,52.0,29.88,10.0,5.0,0.0,0.0,12.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
81.0,49.0,29.77,10.0,14.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,12.0,28.89,10.0,9.0,0.0,0.042,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
84.0,74.0,29.71,10.0,13.0,0.0,0.0,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
61.0,56.0,29.99,10.0,0.0,0.0,0.052,18.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
89.6,52.0,29.84,10.0,8.1,0.0,0.265,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,90.0,30.03,3.0,6.0,0.0,4.1930000000000005,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
47.0,52.0,30.1,10.0,3.0,0.0,0.34,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,77.0,30.04,10.0,11.5,0.0,0.7859999999999999,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,24.0,30.0,10.0,0.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
91.0,41.0,29.84,10.0,9.0,0.0,0.0,17.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
50.0,41.0,29.03,10.0,6.0,0.0,0.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,57.0,30.02,10.0,15.0,0.0,9.687,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,68.0,29.62,10.0,6.0,0.0,0.009,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,37.0,29.91,10.0,6.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.0,68.0,29.86,10.0,9.0,0.0,0.575,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,84.0,29.87,5.0,0.0,0.0,0.445,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
69.8,68.0,29.93,10.0,20.7,0.0,0.861,15.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
55.0,67.0,30.2,10.0,5.8,0.0,0.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
54.0,30.0,26.02,10.0,13.0,0.0,0.031,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,86.0,29.71,10.0,5.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,33.0,29.94,10.0,8.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.1,69.0,30.06,10.0,12.7,0.0,0.0,15.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
51.0,68.0,28.98,10.0,12.0,0.06,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,61.0,29.99,10.0,8.0,0.0,0.731,13.0,False,False,False,False,False,True,False,True,False,False,False,False,False,2,2
83.0,46.0,29.85,3.0,6.0,0.0,0.227,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,29.0,29.71,10.0,6.0,0.0,3.976,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.1,18.0,29.95,10.0,5.8,0.0,0.01,20.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
61.0,78.0,29.97,10.0,9.2,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,66.0,28.79,10.0,5.0,0.0,0.358,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.0,88.0,29.33,10.0,0.0,0.0,4.822,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.0,62.0,30.07,10.0,3.0,0.0,0.009,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
67.0,68.0,29.98,10.0,18.0,0.0,1.0399999618530271,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
86.0,29.0,28.69,7.0,9.0,0.0,1.221,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.1,68.0,29.9,7.0,12.7,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
76.0,42.0,29.8,10.0,16.0,0.0,0.0,16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
61.0,97.0,29.88,0.25,6.0,0.0,0.59,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
74.0,64.0,29.87,10.0,8.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.0,88.0,29.9,10.0,0.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
93.0,36.0,29.65,10.0,9.0,0.0,12.495,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,22.0,29.12,10.0,8.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,100.0,30.04,10.0,5.0,0.0,0.121,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
45.0,80.0,30.0,10.0,8.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
61.0,32.0,29.56,10.0,3.0,0.0,0.716,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.0,82.0,29.9,10.0,3.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,58.0,28.39,10.0,6.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.1,44.0,30.23,10.0,5.8,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
43.0,86.0,30.08,10.0,3.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.0,74.0,29.24,10.0,17.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,84.0,29.85,9.0,5.0,0.0,0.056,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,55.0,29.93,10.0,5.0,0.0,0.513,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
39.0,93.0,29.84,4.0,5.0,0.0,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
66.0,75.0,30.13,10.0,4.6,0.0,0.01,14.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
77.0,26.0,29.12,10.0,3.0,0.0,0.51,16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
57.0,64.0,30.18,5.0,3.5,0.0,0.183,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
75.0,40.0,29.88,10.0,6.0,0.0,1.694,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,62.0,30.08,10.0,6.9,0.0,0.01,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
51.0,35.0,30.11,9.0,5.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
84.0,42.0,29.51,10.0,9.0,0.0,2.222,17.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
70.0,63.0,29.7,10.0,8.0,0.0,0.1599999964237213,14.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
70.0,61.0,30.01,10.0,10.0,0.0,2.616,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
92.0,47.0,29.88,10.0,8.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
95.0,19.0,29.91,10.0,10.0,0.0,0.071,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
87.0,18.0,29.54,10.0,15.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.9,69.0,29.72,10.0,12.7,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.6,51.0,29.99,9.0,9.2,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,100.0,29.89,3.0,6.9,0.0,0.501,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
75.2,50.0,29.85,10.0,4.6,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,23.0,28.41,10.0,3.0,0.0,0.0,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
65.0,39.0,29.95,10.0,3.0,0.0,3.016,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.6,82.0,29.96,10.0,7.0,0.0,0.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.0,45.0,28.39,10.0,0.0,0.0,0.968,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,82.0,30.16,10.0,5.0,0.0,0.0,17.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
52.0,83.0,28.98,4.0,12.0,0.2,0.0,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
